YYYYMMDDHHMM_UTC,YYYY_LOCAL,MM_LOCAL,DD_LOCAL,HHMM_LOCAL,NEAR_CMMTY,PROVINCE,FUJITA,START_LAT_N,START_LON_W,END_LAT_N,END_LON_W,LENGTH_M,MOTION_DEG,WIDTH_MAX_M,HUMAN_FATAL,HUMAN_INJ,DMG_THOUS,FORECAST_REGION,,,
19940630 2104,1994,06,30,1604,Near Kenora,ON,2,49.6613,-94.3923,,,,,,,,,Kenora - Nestor Falls,,,
19940701 0012,1994,06,30,1812,Belle Plaine,SK,0,50.4000,-105.2100,,,,,,,,,Moose Jaw - Pense - Central Butte - Craik,,,
19940701 0200,1994,06,30,2000,Balcarres,SK,0,50.8000,-103.5200,,,,,,,,,Fort Qu'Appelle - Indian Head - Lumsden - Pilot Butte,,,
199407,1994,07,09,,St-Charles,QC,2,45.6836,-73.1873,,,,,,,,,Richelieu Valley - Saint-Hyacinthe,,,
19940710 2115,1994,07,10,1515,Esterhazy,SK,0,50.6270,-102.0990,,,,,,,,,Yorkton - Melville - Esterhazy,,,
19940710 2313,1994,07,10,1713,Balgonie,SK,1,50.4900,-104.2950,,,,,,,,,Fort Qu'Appelle - Indian Head - Lumsden - Pilot Butte,,,
19940710 2350,1994,07,10,1850,Foxwarren,MB,1,50.5240,-101.2370,50.5440,-101.1390,7630,250,,,,,Minnedosa - Neepawa - Russell - Riding Mountain National Park,,,
19940711 0005,1994,07,10,1905,Birtle,MB,4,50.3610,-101.0370,50.3960,-100.6330,29200,260,,0,2,,Minnedosa - Neepawa - Russell - Riding Mountain National Park,,,
19940711 2300,1994,07,11,1800,Osnaburgh,ON,0,51.4204,-90.1954,,,,,500,,,,Pickle Lake - Wunnummin Lake,,,
19940713 1800,1994,07,13,1500,Petite-Rivière de L'Île,NB,1,47.8700,-64.6300,,,,,,,,,Acadian Peninsula,,,
19940714 1945,1994,07,14,1445,Devlin,ON,0,48.6191,-93.6723,,,,,,,,,Fort Frances - Rainy Lake,,,
19940715 2010,1994,07,15,1510,Dauphin,MB,0,51.1960,-100.1620,,,,,,,,,Dauphin - Roblin - Winnipegosis,,,
19940719 ,1994,07,,,Hazel Dell,SK,0,51.9420,-103.0440,,,,,,,,,Kamsack - Canora - Preeceville,,,
199407,1994,07,21,,Lac-Saint-Louis,QC,0,45.4231,-73.8361,,,,,,,,,Metro Montréal - Laval,,,
19940721 2030,1994,07,21,1630,Sand Lake,ON,0,45.6045,-79.1765,,,,,20,0,0,,Burk's Falls - Bayfield Inlet,,,
19940721 2030,1994,07,21,1630,South Tea Lake,ON,0,45.5085,-78.7355,,,,,20,0,0,,Algonquin,,,
19940722 2240,1994,07,22,1840,Stratford,ON,0,43.3690,-80.9505,,,,,,0,0,0,Huron - Perth,,,
19940725 1900,1994,07,25,1500,Rocky Island Lake,ON,0,46.9280,-83.0200,,,,,,0,0,0,Elliot Lake - Ranger Lake,,,
199407,1994,07,26,,Roxton Falls,QC,0,45.5738,-72.5216,,,,,,,,,Eastern Townships,,,
199407,1994,07,30,,Franklin,QC,0,45.0295,-73.9229,,,,,,,,,Vaudreuil - Soulanges - Huntingdon,,,
199408,1994,08,04,,Laurel,QC,2,45.8535,-74.4744,,,,,,,,,Laurentians,,,
199408,1994,08,04,,Rawdon,QC,1,46.0457,-73.7107,,,,,,,,,Lanaudière,,,
19940804 1900,1994,08,04,1500,Aylmer,QC,2,45.4040,-75.8436,45.4096,-75.8193,2000,250,100,0,5,8000,Gatineau,,,
19940804 1930,1994,08,04,1530,Carp,ON,2,45.3800,-76.1200,,,,,,0,0,2000,City of Ottawa,,,
19940804 2215,1994,08,04,1815,Alexandria,ON,1,45.3070,-74.6340,,,,,,0,0,,Cornwall - Morrisburg,,,
19940811 2045,1994,08,11,1445,Crooked Lake,SK,0,50.5900,-102.6700,,,,,,,,,Yorkton - Melville - Esterhazy,,,
19940813 0300,1994,08,12,2200,Gardenton,MB,0,49.0820,-96.6870,,,,,,,,,Steinbach - St. Adolphe - Dominion City - Vita - Richer,,,
19940817 2220,1994,08,17,1620,Gull Lake,SK,0,50.1000,-108.4800,,,,,,,,,Leader - Gull Lake,,,
19940818 0100,1994,08,17,1900,Edmonton,AB,0,53.5500,-113.4685,,,,,,,,,City of Edmonton - St. Albert - Sherwood Park,,,
19940818 2130,1994,08,18,1630,Rossman Lake,MB,0,50.7390,-100.6930,,,,,,,,,Minnedosa - Neepawa - Russell - Riding Mountain National Park,,,
19940827 1300,1994,08,27,0900,Piney,MB,1,49.0750,-95.9770,,,,,,,,,Sprague - Northwest Angle Provincial Forest,,,
19940827 ,1994,08,,,Killarney,MB,1,49.1800,-99.6600,,,,,,,,,Killarney - Pilot Mound - Manitou,,,
199408,1994,08,28,,L'Île-Perrot,QC,0,45.3933,-73.9551,,,,,,,,,Vaudreuil - Soulanges - Huntingdon,,,
19940829 2020,1994,08,29,1420,Beaverlodge,AB,0,55.2550,-119.4410,,,,,,,,,Grande Prairie - Beaverlodge - Valleyview,,,
19940829 2320,1994,08,29,1720,Fort MacLeod,AB,0,49.7200,-113.2800,,,,,,,,,Cardston - Fort Macleod - Magrath,,,
19940910 0000,1994,09,09,1800,Trochu,AB,0,51.8300,-113.2200,,,,,,,,,Drumheller - Three Hills,,,
19940917 1700,1994,09,17,1400,Dundee,NB,2,48.0000,-66.4800,,,,,,,,,Campbellton and Restigouche County,,,
199410,1994,10,26,,Prince George,BC,0,53.9167,-122.7500,,,,,,,,1000,Prince George,,,
19950605 2300,1995,06,05,1700,Clairmont,AB,1,55.2567,-118.8000,,,,,,,,,Grande Prairie - Beaverlodge - Valleyview,,,
19950607 2100,1995,06,07,1700,Uxbridge,ON,1,44.1180,-79.0465,,,,,,0,0,,York - Durham,,,
19950617 0145,1995,06,16,1945,Legal,AB,0,53.9500,-113.5833,,,,,,,,,Spruce Grove - Morinville - Mayerthorpe - Evansburg,,,
19950618 2103,1995,06,18,1503,Humboldt,SK,0,52.1810,-105.1390,,,,,,,,,Humboldt - Wynyard - Wadena - Lanigan - Foam Lake,,,
19950619 0355,1995,06,18,2155,Bethune,SK,0,50.6930,-105.2330,,,,,,,,,Moose Jaw - Pense - Central Butte - Craik,,,
19950619 2300,1995,06,19,1700,Hythe,AB,0,55.3333,-119.5500,,,,,,,,,Grande Prairie - Beaverlodge - Valleyview,,,
19950620 2200,1995,06,20,1700,Trembowla,MB,0,51.2648,-100.2447,,,,,,,,,Dauphin - Roblin - Winnipegosis,,,
19950620 2300,1995,06,20,1800,Oakbank,MB,1,49.9320,-96.9260,,,,,,,,,Dugald - Beausejour - Grand Beach,,,
19950627 0137,1995,06,26,1937,Bashaw,AB,0,52.5833,-112.9667,,,,,,,,,Red Deer - Ponoka - Innisfail - Stettler,,,
19950707 2255,1995,07,07,1655,Schuler,AB,0,50.2800,-110.0700,,,,,,,,,Medicine Hat - Bow Island - Suffield,,,
19950707 2255,1995,07,07,1655,Piapot,SK,0,50.0500,-109.0810,,,,,,,,,Leader - Gull Lake,,,
19950708 0029,1995,07,08,1829,16 km SE of Gull Lake,SK,0,49.9950,-108.2610,,,,,,,,,Swift Current - Herbert - Cabri - Kyle - Lucky Lake,,,
19950709 2330,1995,07,09,1830,Riverside,MB,0,49.4300,-97.3970,,,,,,,,,Morden - Winkler - Altona - Emerson - Morris,,,
19950709 2345,1995,07,09,1845,Ste. Jean Baptiste,MB,0,49.2620,-97.3310,,,,,,,,,Morden - Winkler - Altona - Emerson - Morris,,,
19950713 2330,1995,07,13,1930,Boston,ON,0,42.9945,-80.2475,,,,,,0,0,,Simcoe - Delhi - Norfolk,,,
19950714 0000,1995,07,13,2000,Brantford,ON,0,43.1380,-80.2645,,,,,,0,0,,Oxford - Brant,,,
19950715 0630,1995,07,15,0230,Kennisis Lake,ON,1,45.2240,-78.7000,45.2180,-78.5900,8700,275,700,0,1,2000,Haliburton,,,
19950715 0635,1995,07,15,0235,Balsam Lake,ON,1,44.5515,-78.8955,,,,,,0,0,750,Peterborough - Kawartha Lakes,,,
19950715 0715,1995,07,15,0315,Bridgenorth,ON,2,44.3900,-78.3840,44.3890,-78.3800,400,285,,1,0,2600,Peterborough - Kawartha Lakes,,,
19950715 1820,1995,07,15,1220,24 km NNE of Torquay,SK,0,49.3360,-103.4340,,,,,,,,,Estevan - Weyburn - Radville - Milestone,,,
199507,1995,07,15,,Clearwater Beach,ON,0,44.8519,-79.9133,44.8506,-79.9100,300,300,80,0,0,,Barrie - Orillia - Midland,,,
199507,1995,07,20,,Lac Newcomb,QC,0,47.4681,-77.4355,,,,,,,,,La Vérendrye Wildlife Reserve,,,
199507,1995,07,21,,Trois-Rivières,QC,0,46.3545,-72.5822,,,,,,,,,Mauricie,,,
19950726 2030,1995,07,26,1730,Fredericton,NB,1,45.9600,-66.6600,,,,,,,,,Fredericton and Southern York County,,,
19950726 2330,1995,07,26,2030,Keswick Ridge,NB,2,46.0300,-66.8900,,,,,,,,,Fredericton and Southern York County,,,
19950728 2240,1995,07,28,1840,Pembroke,ON,0,45.8055,-77.1100,,,,,,0,0,2.5,Renfrew - Pembroke - Barry's Bay,,,
19950808 0100,1995,08,07,1900,12 km SSE of Eatonia,SK,0,51.1440,-109.2640,,,,,200,,,,Kindersley - Rosetown - Biggar - Wilkie - Macklin,,,
19950808 2000,1995,08,08,1500,Winnipegosis,MB,0,51.6400,-99.9300,,,,,,,,,Dauphin - Roblin - Winnipegosis,,,
19950814 2100,1995,08,14,1700,Thornton,ON,0,44.2865,-79.7435,,,,,,0,0,,Dufferin - Innisfil,,,
19950822 0505,1995,08,22,0000,Gimli,MB,0,50.6300,-96.9900,,,,,,,,,Selkirk - Gimli - Stonewall - Woodlands - Eriksdale,,,
19950826 2200,1995,08,26,1700,Regina,SK,0,50.6400,-104.9300,,,,,,,,,Fort Qu'Appelle - Indian Head - Lumsden - Pilot Butte,,,
19950827 0125,1995,08,26,1925,Limerick,SK,0,49.6450,-106.3740,49.6640,-106.2380,9440,265,,,,,Assiniboia - Gravelbourg - Coronach,,,
19950827 0200,1995,08,26,2000,Near Assiniboia #1,SK,1,49.7100,-105.8020,,,,,,,,,Assiniboia - Gravelbourg - Coronach,,,
19950827 0200,1995,08,26,2000,Near Assiniboia #2,SK,1,49.5190,-105.7800,,,,,,,,,Assiniboia - Gravelbourg - Coronach,,,
19950829 2147,1995,08,29,1547,Rocanville,SK,0,50.3630,-101.7610,,,,,,,,,Moosomin - Grenfell - Kipling - Wawota,,,
19950829 2320,1995,08,29,1720,Courval,SK,1,50.1950,-106.2380,,,,,,,,,Moose Jaw - Pense - Central Butte - Craik,,,
19950830 0010,1995,08,29,1810,14 km S of Moose Jaw,SK,2,50.2700,-105.5500,,,,,,,,,Moose Jaw - Pense - Central Butte - Craik,,,
19950830 0041,1995,08,29,1841,Spring Valley,SK,3,49.9500,-105.4000,,,70000,,,0,,,Assiniboia - Gravelbourg - Coronach,,,
19960420 2150,1996,04,20,1750,Williamsford,ON,3,44.3560,-80.9150,44.5275,-80.5985,37000,230,450,0,6,1500,Grey - Bruce,,,
19960420 2210,1996,04,20,1810,Arthur to Violet Hill,ON,3,43.8165,-80.5875,44.1270,-80.0435,63000,230,500,0,3,6500,Waterloo - Wellington,,,
19960420 2350,1996,04,20,1950,Orillia,ON,0,44.5600,-79.4500,,,,,,0,0,0,Barrie - Orillia - Midland,,,
199604,1996,04,21,,Ormstown,QC,0,45.1256,-73.9921,,,,,,,,,Vaudreuil - Soulanges - Huntingdon,,,
19960501 1900,1996,05,01,1500,Primrose,ON,0,44.0805,-80.1420,44.0800,-80.1325,500,270,,0,0,,Dufferin - Innisfil,,,
19960512 2000,1996,05,12,1400,Keephills,AB,0,53.4000,-114.4167,,,,,,,,,Spruce Grove - Morinville - Mayerthorpe - Evansburg,,,
19960519 2345,1996,05,19,1745,Burdett,AB,0,49.8300,-111.5300,,,,,,,,,Medicine Hat - Bow Island - Suffield,,,
19960520 2100,1996,05,20,1500,13 km E of Edson,AB,0,53.5833,-116.3164,,,,,,,,,Whitecourt - Edson - Fox Creek - Swan Hills,,,
19960520 2300,1996,05,20,1900,Paris,ON,1,43.2400,-80.4300,,,,,,0,0,50,Oxford - Brant,,,
19960531 1135,1996,05,31,0635,Portage la Prairie,MB,0,49.9900,-98.2890,,,,,,,,,Portage la Prairie - Headingley - Brunkild - Carman,,,
19960601 1730,1996,06,01,1130,Hanley,SK,1,51.6300,-106.4300,,,,,,,,,Outlook - Watrous - Hanley - Imperial - Dinsmore,,,
19960604 2000,1996,06,04,1400,Vegreville,AB,0,53.5000,-111.9781,,,,,,,,,Fort Saskatchewan - Vegreville - Redwater - Smoky Lake,,,
19960605 1950,1996,06,05,1450,Reston,MB,0,49.5570,-101.0940,,,,,,,,,Virden - Souris,,,
19960610 0100,1996,06,09,1900,Senlac,SK,1,52.4800,-109.7000,,,,,,,,,The Battlefords - Unity - Maidstone - St. Walburg,,,
19960614 2130,1996,06,14,1530,Waskesiu Lake,SK,0,53.9000,-106.1000,,,,,,,,,La Ronge - Prince Albert Nat. Park - Narrow Hills Prov. Park,,,
19960614 2200,1996,06,14,1600,Near Wapella,SK,0,50.2700,-101.9700,,,,,,,,,Moosomin - Grenfell - Kipling - Wawota,,,
19960617 2100,1996,06,17,1500,16 km N of Kindersley,SK,0,51.6100,-109.1600,,,,,,,,,Kindersley - Rosetown - Biggar - Wilkie - Macklin,,,
19960617 2130,1996,06,17,1530,Kyle,SK,0,50.8300,-108.0300,,,,,,,,,Swift Current - Herbert - Cabri - Kyle - Lucky Lake,,,
19960618 0200,1996,06,17,2000,Fir Mountain ,SK,0,49.4700,-106.5300,,,,,,,,,Assiniboia - Gravelbourg - Coronach,,,
19960618 0330,1996,06,17,2130,Spring Valley,SK,1,49.9300,-105.4000,,,,,,,,,Assiniboia - Gravelbourg - Coronach,,,
19960620 1700,1996,06,20,1200,Cross Lake,MB,0,54.6280,-97.7920,,,,,,,,,Norway House - Cross Lake - Wabowden,,,
19960621 0100,1996,06,21,2000,Oakbank,MB,1,49.9400,-96.8600,,,,,,,,,Dugald - Beausejour - Grand Beach,,,
19960626 2345,1996,06,26,1745,Near Fox Valley,SK,1,50.4700,-109.4800,,,,,,,,,Leader - Gull Lake,,,
19960627 2020,1996,06,27,1420,High River,AB,1,50.5800,-113.8700,,,,,,0,1,,Okotoks - High River - Claresholm,,,
19960628 0325,1996,06,27,2125,Kerrobert,SK,0,51.9200,-109.1300,,,,,,,,,Kindersley - Rosetown - Biggar - Wilkie - Macklin,,,
19960629 0330,1996,06,28,2230,Vita,MB,0,49.1580,-96.5060,,,,,1500,,,,Steinbach - St. Adolphe - Dominion City - Vita - Richer,,,
19960702 0200,1996,07,02,2000,Lloydminster,AB,0,53.2833,-110.0089,,,,,,,,,Lloydminster - Wainwright - Vermilion - Provost,,,
19960704 0130,1996,07,03,1930,Hepburn to Aberdeen,SK,3,52.5280,-106.7720,52.3240,-106.4300,32500,315,,0,0,,Martensville - Warman - Rosthern - Delisle - Wakaw,,,
19960704 0150,1996,07,03,1950,Hague,SK,2,52.4800,-106.5600,,,,,,,,,Martensville - Warman - Rosthern - Delisle - Wakaw,,,
19960704 2345,1996,07,04,1745,Maymont,SK,2,52.5160,-107.7360,52.6020,-107.5880,13600,230,100,,,,The Battlefords - Unity - Maidstone - St. Walburg,,,
19960705 0004,1996,07,04,1804,Fielding,SK,3,52.5610,-107.5660,52.6630,-107.2200,26300,245,1500,0,0,,The Battlefords - Unity - Maidstone - St. Walburg,,,
19960705 0130,1996,07,04,1930,Saskatoon,SK,0,52.1394,-106.7800,,,,,,,,,Martensville - Warman - Rosthern - Delisle - Wakaw,,,
19960705 0205,1996,07,04,2005,Warman,SK,1,52.3300,-106.5800,,,,,,,,,Martensville - Warman - Rosthern - Delisle - Wakaw,,,
19960708 2030,1996,07,08,1530,Steep Rock,MB,0,51.4410,-98.8030,,,,,,,,,Arborg - Hecla - Fisher River - Gypsumville - Ashern,,,
19960708 2215,1996,07,08,1815,Rexdale,ON,1,43.7445,-79.6260,43.7510,-79.6190,1000,220,,0,0,500,City of Toronto,,,
19960709 1830,1996,07,09,1330,Rosenort,MB,0,49.4800,-97.4300,,,,,,,,,Morden - Winkler - Altona - Emerson - Morris,,,
19960709 1845,1996,07,09,1345,Ste Jean Baptiste,MB,0,49.2600,-97.3300,,,,,,,,,Morden - Winkler - Altona - Emerson - Morris,,,
199607,1996,07,11,,St-Stanislas,QC,1,46.6172,-72.3856,,,,,,,,,Mauricie,,,
19960714 1820,1996,07,14,1220,13 km W of Semans,SK,1,51.4200,-104.9500,,,,,,,,,Humboldt - Wynyard - Wadena - Lanigan - Foam Lake,,,
199607,1996,07,15,,Elgin,QC,2,45.0213,-74.2712,,,,,,,,,Vaudreuil - Soulanges - Huntingdon,,,
19960715 2130,1996,07,15,1730,Avonmore,ON,0,45.1715,-74.9670,,,,,,0,0,50,Cornwall - Morrisburg,,,
19960717 0045,1996,07,16,1945, Assiniboia,MB,0,49.9020,-97.3570,,,,,,,,,Portage la Prairie - Headingley - Brunkild - Carman,,,
19960718 2045,1996,07,18,1445,11 km NE of Bashaw,AB,0,52.6553,-112.9036,,,,,,,,,Red Deer - Ponoka - Innisfail - Stettler,,,
19960718 2050,1996,07,18,1450,Spruce Grove,AB,1,53.5333,-113.9167,,,,,,,,,Spruce Grove - Morinville - Mayerthorpe - Evansburg,,,
19960718 2120,1996,07,18,1520,Onoway,AB,0,53.7269,-114.1731,,,,,,,,,Spruce Grove - Morinville - Mayerthorpe - Evansburg,,,
19960718 2145,1996,07,18,1545,Near Veteran,AB,0,51.8900,-111.1200,,,,,,,,,Hanna - Coronation - Oyen,,,
19960718 2155,1996,07,18,1555,Stettler,AB,0,52.3200,-112.7200,,,,,,,,,Red Deer - Ponoka - Innisfail - Stettler,,,
19960718 2230,1996,07,18,1630,16 km S of Spruce Grove,AB,0,53.3894,-113.9167,,,,,,,,,Spruce Grove - Morinville - Mayerthorpe - Evansburg,,,
19960718 2240,1996,07,18,1640,Wetaskiwin,AB,0,52.9700,-113.3700,,,,,,,,,Leduc - Camrose - Wetaskiwin - Tofield,,,
19960718 2305,1996,07,18,1705,Egremont,AB,0,54.0311,-113.1644,,,,,,,,,Fort Saskatchewan - Vegreville - Redwater - Smoky Lake,,,
19960718 2350,1996,07,18,1750,New Norway,AB,0,52.8700,-112.9500,,,1600,,10,,,,Leduc - Camrose - Wetaskiwin - Tofield,,,
19960719 0000,1996,07,18,1810,Smoky Lake,AB,1,54.1167,-112.5206,,,,,,,,,Fort Saskatchewan - Vegreville - Redwater - Smoky Lake,,,
19960719 0010,1996,07,18,1810,Tofield,AB,1,53.4567,-112.6667,,,,,,,,,Leduc - Camrose - Wetaskiwin - Tofield,,,
19960720 2320,1996,07,20,1820,Winnipeg,MB,0,49.7650,-97.1850,,,,,,,,,City of Winnipeg,,,
19960722 2030,1996,07,22,1530,North Shoal Lake,MB,0,50.4970,-97.6710,,,,,,,,,Selkirk - Gimli - Stonewall - Woodlands - Eriksdale,,,
19960723 1930,1996,07,23,1530,Woodlawn,ON,1,45.4535,-76.0890,,,,,,0,0,120,City of Ottawa,,,
19960727 ,1996,07,,,High River,AB,0,50.5650,-113.9070,,,,,,,,,Okotoks - High River - Claresholm,,,
19960802 2030,1996,08,02,1630,London,ON,0,43.0000,-81.0800,,,,,,0,0,,London - Middlesex,,,
19960803 0030,1996,08,02,1930,Duck Bay,MB,1,52.1760,-100.1490,,,,,400,,,,Lake Winnipegosis,,,
19960803 2215,1996,08,03,1615,High Level,AB,0,58.5078,-117.1333,,,,,,,,,High Level - Rainbow Lake - Fort Vermilion - Mackenzie Hwy,,,
19960805 2106,1996,08,05,1606,24 km W of Gilliam Airport,MB,0,56.3510,-95.1680,,,,,,,,,Gillam,,,
199608,1996,08,08,,Saint-Jacques,QC,0,45.9453,-73.5727,,,,,,,,,Lanaudière,,,
19960812 0300,1996,08,11,2100,Near Beaverlodge,AB,0,55.0367,-119.4333,,,,,,,,,Grande Prairie - Beaverlodge - Valleyview,,,
19960825 2355,1996,08,25,1955,Saint-Bernard,QC,1,46.4985,-71.1367,,,,,,,,,Québec,,,
19960905 ,1996,09,,,Goodlands,MB,1,49.0940,-100.5950,,,,,,,,,Melita - Boissevain - Turtle Mountain Provincial Park,,,
19960906 1630,1996,09,06,1400,Trinity,NL,1,48.3678,-53.3605,,,,,,,,,Bonavista North,,,
19960915 2221,1996,09,15,1821,Tottenham,ON,0,44.0200,-79.8000,,,,,,0,0,,Dufferin - Innisfil,,,
19970430 2245,1997,04,30,1645,Bassano,AB,0,50.7800,-112.4700,,,,,,,,,Brooks - Strathmore - Vulcan,,,
19970511 2205,1997,05,11,1605,Yorkton,SK,0,51.2600,-102.4700,,,,,,,,,Yorkton - Melville - Esterhazy,,,
19970515 2000,1997,05,15,1400,Beiseker,AB,0,51.3800,-113.5300,,,,,,,,,Drumheller - Three Hills,,,
19970517 2130,1997,05,17,1530,Baintree,AB,1,51.1700,-113.2500,,,,,,,,,Brooks - Strathmore - Vulcan,,,
19970526 ,1997,05,,,Pikwitonei,MB,0,55.5800,-97.1500,,,,,,,,,Thompson - Nelson House - Split Lake,,,
19970603 1430,1997,06,03,0930,Winnipeg ,MB,0,49.8800,-97.1500,,,,,,,,,City of Winnipeg,,,
19970608 2230,1997,06,08,1630,Missawawi Lake,AB,1,54.7000,-112.2000,,,,,,,,,Bonnyville - St. Paul - Cold Lake - Lac La Biche,,,
19970613 0045,1997,06,12,1845,Bretona,AB,0,53.4100,-113.3200,,,,,,,,,Leduc - Camrose - Wetaskiwin - Tofield,,,
19970613 0045,1997,06,12,1845,15 km S of Standard,AB,0,51.0100,-112.9900,,,750,,10,,,,Brooks - Strathmore - Vulcan,,,
19970614 0000,1997,06,13,1800,Lone Rock,SK,1,53.0500,-109.8800,,,8000,,200,,,,The Battlefords - Unity - Maidstone - St. Walburg,,,
19970614 2230,1997,06,14,1630,Carnduff ,SK,0,49.1720,-101.7110,,,,,,,,,Carlyle - Oxbow - Carnduff - Bienfait - Stoughton,,,
19970616 2315,1997,06,16,1715,24 km SE of Central Butte,SK,0,50.6100,-106.2700,,,,,,,,,Moose Jaw - Pense - Central Butte - Craik,,,
19970617 1745,1997,06,17,1345,Crofton,ON,0,44.0365,-77.3315,,,,,,0,0,,Kingston - Prince Edward,,,
19970618 1905,1997,06,18,1305,Chitek Lake #1,SK,0,53.7500,-107.7200,,,,,,,,,Meadow Lake - Big River - Green Lake - Pierceland,,,
19970618 1930,1997,06,18,1330,Leoville,SK,0,53.6300,-107.5500,,,,,100,,,,Prince Albert - Shellbrook - Spiritwood - Duck Lake,,,
19970618 1930,1997,06,18,1330,Shell Lake,SK,1,53.3900,-107.0700,,,,,,,,,Prince Albert - Shellbrook - Spiritwood - Duck Lake,,,
19970618 2000,1997,06,18,1400,Chitek Lake #2,SK,0,53.7500,-107.7200,,,,,,,,,Meadow Lake - Big River - Green Lake - Pierceland,,,
19970618 2000,1997,06,18,1400,Canwood,SK,2,53.3700,-106.6000,,,,,,,,,Prince Albert - Shellbrook - Spiritwood - Duck Lake,,,
19970618 2053,1997,06,18,1453,Prince Albert,SK,1,53.2400,-105.7600,,,,,,,,,Prince Albert - Shellbrook - Spiritwood - Duck Lake,,,
19970618 2240,1997,06,18,1640,Dafoe,SK,0,51.7800,-104.5300,,,,,,,,,Humboldt - Wynyard - Wadena - Lanigan - Foam Lake,,,
19970619 1850,1997,06,19,1350,Near Boissevain,MB,0,49.2100,-100.1100,49.1400,-99.9200,15300,320,,,,,Melita - Boissevain - Turtle Mountain Provincial Park,,,
19970619 1915,1997,06,19,1415,Ste. Rose Du Lac,MB,0,50.9800,-99.5200,,,,,,,,,Ste. Rose - McCreary - Alonsa - Gladstone,,,
19970622 0140,1997,06,21,1940,Viking,AB,0,53.1000,-111.8000,,,,,,,,,Lloydminster - Wainwright - Vermilion - Provost,,,
19970624 2015,1997,06,24,1715,Lantz,NS,0,44.9800,-63.4800,,,,,,,,,Halifax Metro and Halifax County West,,,
19970624 2300,1997,06,24,1700,Shamrock,SK,0,50.1700,-106.6200,,,,,,,,,Moose Jaw - Pense - Central Butte - Craik,,,
19970625 2030,1997,06,25,1630,Pointe-Fortune,QC,1,45.5594,-74.3766,,,,,,0,0,,Vaudreuil - Soulanges - Huntingdon,,,
19970626 2010,1997,06,26,1410,Sunset House,AB,0,55.1200,-116.8700,,,,,,,,,Slave Lake,,,
19970626 2030,1997,06,26,1430,Wetaskiwin,AB,0,52.9667,-113.3667,,,,,,,,,Leduc - Camrose - Wetaskiwin - Tofield,,,
19970627 1300,1997,06,27,0800,Thompson,MB,0,55.7200,-97.8500,,,140,,,,,,Thompson - Nelson House - Split Lake,,,
19970704 1630,1997,07,04,1330,Grand Falls,NB,1,47.0500,-67.7600,,,,,,,,,Grand Falls and Victoria County,,,
19970704 1800,1997,07,04,1400,L'Ascension-de-Patapédia,QC,1,47.9321,-67.2494,,,,,,,,,Amqui - Matapédia Valley,,,
19970704 1830,1997,07,04,1430,Restigouche,QC,2,48.0300,-66.7000,,,,,,,,,Restigouche - Bonaventure,,,
19970708 2230,1997,07,08,1830,Chatham-Kent,ON,0,42.4000,-82.1900,,,,,,0,0,,Windsor - Essex - Chatham-Kent,,,
19970709 2320,1997,07,09,1720,Edenwold,SK,1,50.6700,-104.2000,,,,,,,,,Fort Qu'Appelle - Indian Head - Lumsden - Pilot Butte,,,
19970710 0045,1997,07,09,1845,Forestburg,AB,0,52.6100,-112.0000,,,,,,,,,Red Deer - Ponoka - Innisfail - Stettler,,,
19970711 0005,1997,07,10,1805,Laura,SK,1,51.8500,-107.2700,,,,,,,,,Outlook - Watrous - Hanley - Imperial - Dinsmore,,,
19970714 2115,1997,07,14,1715,Calabogie,ON,0,45.2900,-76.7300,,,,,,0,0,,Renfrew - Pembroke - Barry's Bay,,,
19970715 1825,1997,07,15,1325,Anola,MB,0,49.8600,-96.5500,,,,,,,,,Dugald - Beausejour - Grand Beach,,,
19970715 1930,1997,07,15,1530,North Gower,ON,0,45.1330,-75.7425,45.1490,-75.4890,20000,265,,0,0,,City of Ottawa,,,
19970717 1930,1997,07,17,1530,Round Lake,ON,0,45.6400,-77.5300,,,,,,0,0,,Renfrew - Pembroke - Barry's Bay,,,
19970724 1825,1997,07,24,1325,Glen Bay,MB,0,50.7700,-96.9900,,,,,,,,,Selkirk - Gimli - Stonewall - Woodlands - Eriksdale,,,
19970725 1845,1997,07,25,1345,Whitemouth,MB,0,49.9500,-95.9800,,,,,,,,,Whiteshell - Lac du Bonnet - Pinawa,,,
199707,1997,07,28,,Mercier,QC,0,45.3172,-73.7472,,,,,,,,,Vaudreuil - Soulanges - Huntingdon,,,
19970805 0105,1997,08,04,1905,Broadview,SK,1,50.3700,-102.6200,,,,,,,,,Moosomin - Grenfell - Kipling - Wawota,,,
19970815 2320,1997,08,15,1920,Williams Lake,ON,2,44.3870,-81.0905,44.4015,-80.8258,21000,265,200,0,0,100,Grey - Bruce,,,
19970906 2323,1997,09,06,1923,Near Harriston,ON,0,43.9200,-80.7600,,,,,,0,0,,Waterloo - Wellington,,,
19971008 1805,1997,10,08,1305,Petersfield,MB,0,50.2800,-96.9200,,,,,,,,,Selkirk - Gimli - Stonewall - Woodlands - Eriksdale,,,
199711,1997,11,02,,Lac-Etchemin,QC,0,46.3992,-70.5055,,,,,,,,,Beauce,,,
19980514 1900,1998,05,14,1400,Lost Lake,MB,0,49.7900,-95.1900,,,,,,,,,Whiteshell - Lac du Bonnet - Pinawa,,,
19980514 2145,1998,05,14,1545,Hazenmore #1,SK,0,49.7000,-107.1300,,,,,,,,,Shaunavon - Maple Creek - Val Marie - Cypress Hills,,,
